Date,Region,Food_Item,Historical_Price,Rainfall,Temperature,Inflation_Rate,Fuel_Cost,Supply,Demand
2018-01-31,East,Rice,13.65,116.0,23.8,2.04,77.05,1752,1631
2018-02-28,East,Fruits,25.34,34.8,30.6,1.48,94.23,1372,1045
2018-02-28,North,Rice,71.87,248.8,36.6,2.98,66.85,1233,539
2018-02-28,South,Fruits,13.97,65.9,25.9,2.98,65.43,559,1794
2018-02-28,East,Fruits,40.81,228.9,37.7,6.92,90.48,1661,857
2018-02-28,West,Rice,98.38,189.6,32.3,8.5,75.63,1637,1145
2018-02-28,West,Wheat,30.3,239.3,19.9,4.86,76.39,1651,1007
2018-02-28,East,Rice,58.83,138.5,37.1,5.62,100.27,1745,846
2018-02-28,South,Vegetables,16.21,109.7,16.7,5.4,84.98,1281,972
2018-02-28,West,Rice,88.44,198.7,30.3,8.83,68.71,1488,1038
2018-03-31,North,Fruits,13.99,133.9,27.6,6.12,61.45,1236,859
2018-03-31,North,Rice,51.66,296.8,30.4,3.61,51.24,823,840
2018-03-31,South,Rice,65.16,22.2,31.1,2.23,63.42,727,1348
2018-03-31,West,Vegetables,34.64,82.7,31.4,8.68,69.4,1493,1550
2018-03-31,North,Fruits,38.34,3.4,17.0,9.87,71.18,1578,494
2018-03-31,North,Vegetables,91.91,67.5,24.3,7.01,106.06,1373,744
2018-03-31,East,Wheat,55.19,179.9,26.7,7.74,119.95,604,1097
2018-03-31,East,Vegetables,85.6,177.1,27.5,8.31,81.96,1021,1264
2018-03-31,East,Wheat,94.81,260.9,26.7,6.2,85.9,1199,1388
2018-03-31,East,Vegetables,67.41,167.4,19.1,8.94,81.27,1681,1221
2018-03-31,North,Vegetables,36.86,232.8,17.6,5.02,74.42,1180,300
2018-04-30,North,Fruits,63.83,201.2,15.6,6.08,101.43,1152,1067
2018-04-30,West,Vegetables,10.03,54.5,23.8,8.36,63.77,1905,421
2018-04-30,North,Fruits,36.71,164.4,18.7,6.29,79.84,1455,1576
2018-04-30,North,Fruits,72.94,137.8,39.4,5.88,112.21,1546,802
2018-04-30,East,Wheat,86.32,159.6,34.2,3.21,112.91,956,1420
2018-05-31,West,Vegetables,57.3,168.4,21.8,7.7,62.05,1939,1311
2018-05-31,East,Wheat,67.38,103.4,38.2,5.32,93.66,1377,715
2018-05-31,North,Fruits,52.66,120.7,30.4,1.02,84.5,1368,1031
2018-05-31,South,Vegetables,77.88,198.9,22.0,7.72,82.83,1731,1751
2018-06-30,West,Vegetables,19.19,164.1,15.4,1.16,105.4,798,1065
2018-06-30,East,Fruits,29.67,282.8,23.0,2.01,51.52,1074,1132
2018-06-30,East,Wheat,67.9,219.5,23.1,3.71,76.74,1655,1071
2018-06-30,East,Wheat,31.93,80.7,34.6,3.6,64.2,801,356
2018-06-30,East,Wheat,74.66,156.3,34.6,8.39,80.96,1084,832
2018-06-30,South,Rice,45.76,280.9,32.5,5.2,96.48,587,1245
2018-06-30,East,Rice,74.95,39.5,38.0,1.51,88.55,738,1786
2018-06-30,East,Rice,82.19,3.9,36.8,9.24,74.1,880,1131
2018-06-30,East,Rice,86.22,155.0,25.7,8.32,75.3,998,1648
2018-07-31,South,Wheat,90.05,191.0,24.0,8.27,50.49,1734,1271
2018-07-31,North,Vegetables,12.45,265.3,22.1,4.65,103.71,828,1199
2018-07-31,South,Wheat,81.25,61.3,31.6,4.67,90.69,1353,1459
2018-07-31,East,Fruits,98.36,216.6,16.7,3.47,67.05,1262,1121
2018-07-31,East,Wheat,62.49,168.8,37.8,7.13,61.86,1129,394
2018-08-31,East,Vegetables,94.81,290.1,34.6,2.07,56.48,701,1084
2018-08-31,West,Vegetables,85.09,243.0,22.5,8.34,65.65,875,1785
2018-08-31,East,Rice,69.97,263.3,25.5,2.51,108.29,1268,792
2018-08-31,West,Fruits,30.37,232.1,26.9,7.35,53.76,1508,1444
2018-08-31,North,Fruits,22.72,173.8,37.9,6.51,80.24,1945,311
2018-08-31,South,Fruits,65.92,115.4,16.2,6.34,115.22,968,923
2018-08-31,South,Fruits,77.79,215.7,39.1,6.06,102.25,1624,1630
2018-08-31,North,Rice,34.81,150.5,20.2,2.73,87.56,1326,1360
2018-08-31,West,Wheat,53.74,0.1,29.4,4.7,94.45,1418,686
2018-09-30,East,Rice,57.7,40.1,15.4,1.5,116.85,1130,1042
2018-09-30,East,Fruits,19.48,4.3,34.7,7.46,54.32,1172,531
2018-09-30,East,Vegetables,90.5,205.0,22.9,2.57,60.17,1386,899
2018-09-30,South,Vegetables,91.03,255.8,35.9,9.44,57.37,1473,1467
2018-09-30,East,Wheat,48.73,202.7,36.2,3.34,73.5,1205,1744
2018-09-30,West,Rice,44.58,224.4,15.2,2.69,57.44,1068,324
2018-09-30,South,Fruits,62.13,65.2,28.8,3.12,98.31,1374,459
2018-09-30,East,Wheat,20.07,208.7,34.5,4.49,115.42,1147,1083
2018-10-31,South,Wheat,65.77,117.2,23.4,8.1,93.56,829,1279
2018-10-31,North,Wheat,40.44,235.6,39.7,5.34,113.2,1833,1239
2018-10-31,East,Vegetables,50.49,159.6,25.0,9.32,51.07,1422,1541
2018-10-31,North,Rice,43.41,255.2,33.3,8.66,55.87,1619,1591
2018-10-31,West,Wheat,25.15,189.9,33.3,9.44,67.67,798,790
2018-10-31,South,Wheat,33.24,174.3,15.3,8.41,75.2,1820,1409
2018-11-30,North,Wheat,97.06,97.6,27.6,7.37,69.19,685,1446
2018-11-30,North,Rice,83.69,12.9,38.1,3.93,116.78,1509,1738
2018-11-30,North,Fruits,73.81,138.4,15.4,2.98,93.57,621,1274
2018-11-30,South,Fruits,54.94,279.2,19.3,3.89,56.88,1084,1449
2018-11-30,East,Wheat,95.2,200.0,26.4,4.5,89.3,1792,681
2018-11-30,East,Vegetables,65.24,235.5,37.5,7.26,84.54,1836,1400
2018-11-30,South,Wheat,18.9,79.2,39.9,2.67,112.44,1338,1437
2018-11-30,East,Rice,55.62,259.7,27.8,6.62,68.23,1050,1594
2018-11-30,North,Wheat,90.75,298.9,35.1,4.64,58.65,651,1552
2018-11-30,North,Wheat,83.78,22.4,30.7,8.26,97.33,1744,335
2018-12-31,West,Vegetables,45.9,68.0,36.8,5.64,107.27,1472,710
2018-12-31,West,Wheat,95.53,35.7,34.5,4.42,55.65,1207,1109
2018-12-31,East,Fruits,25.02,81.4,30.5,6.21,117.35,1738,827
2018-12-31,South,Rice,20.98,39.5,31.3,5.27,113.43,1847,1113
2018-12-31,East,Fruits,59.4,155.9,27.5,3.52,55.53,1988,686
2018-12-31,North,Fruits,81.13,82.9,21.2,3.47,82.69,1776,872
2018-12-31,West,Rice,62.78,152.0,16.5,9.66,87.94,1252,789
2018-12-31,East,Fruits,28.88,154.1,16.1,8.75,94.68,1769,388
2018-12-31,East,Wheat,73.26,114.2,16.6,3.36,51.73,1629,1365
2018-12-31,East,Vegetables,76.54,84.3,27.0,9.57,89.66,1866,1338
2019-01-31,West,Fruits,43.47,188.2,20.3,4.4,101.17,1325,788
2019-01-31,East,Rice,14.01,95.0,28.8,6.53,72.64,981,1795
2019-01-31,East,Fruits,56.55,224.4,38.4,3.36,81.06,630,1573
2019-01-31,North,Rice,11.8,38.9,38.6,3.12,58.74,1629,1215
2019-01-31,South,Wheat,32.71,98.3,34.8,7.46,63.13,805,901
2019-01-31,North,Wheat,33.64,225.8,21.6,9.76,108.49,1730,1640
2019-01-31,North,Fruits,83.51,193.3,31.3,8.8,66.13,1796,1349
2019-01-31,East,Wheat,23.32,173.9,15.3,1.82,74.96,822,1230
2019-02-28,East,Fruits,74.93,203.2,23.5,5.03,72.08,1551,1704
2019-02-28,North,Fruits,52.33,264.8,29.0,3.54,109.72,1059,420
2019-02-28,North,Wheat,21.6,271.1,27.3,3.18,116.85,770,784
2019-02-28,North,Rice,97.44,200.8,32.9,3.74,56.36,743,837
2019-02-28,North,Fruits,96.16,30.0,29.2,7.26,93.49,1099,1504
2019-02-28,South,Fruits,60.7,220.9,24.2,4.04,93.14,1213,558
2019-02-28,West,Wheat,10.51,106.1,35.8,5.72,54.29,941,738
2019-02-28,West,Rice,21.7,153.5,17.9,5.7,57.2,1282,1704
2019-02-28,South,Vegetables,69.78,164.9,17.5,4.47,90.91,1416,989
2019-03-31,North,Fruits,31.99,191.4,15.3,5.29,62.14,1441,509
2019-03-31,West,Rice,60.42,134.7,18.6,5.12,70.33,1596,1592
2019-03-31,West,Rice,92.51,260.9,20.2,9.83,77.32,1348,598
2019-03-31,West,Rice,47.93,238.3,28.1,4.05,68.39,1681,986
2019-03-31,West,Fruits,72.8,91.1,32.7,9.73,68.11,1588,1763
2019-03-31,East,Wheat,18.08,62.2,34.8,4.89,58.09,1710,655
2019-03-31,West,Vegetables,15.68,33.3,38.4,3.76,100.09,1815,1147
2019-03-31,North,Wheat,51.56,253.0,25.3,1.2,69.15,1067,1407
2019-03-31,South,Rice,94.85,137.6,17.6,1.62,70.97,1145,534
2019-03-31,East,Vegetables,75.31,292.9,26.0,7.5,78.79,1784,542
2019-03-31,South,Wheat,52.69,120.8,19.6,8.47,70.99,1594,716
2019-03-31,West,Fruits,31.51,165.6,16.1,8.38,71.41,1212,936
2019-03-31,North,Wheat,19.4,22.9,15.4,7.68,86.33,1879,1265
2019-04-30,North,Rice,44.98,17.3,22.8,7.61,52.02,1081,340
2019-04-30,South,Fruits,50.65,115.7,18.1,9.83,55.36,1798,1021
2019-04-30,South,Vegetables,43.77,279.3,38.6,3.08,84.08,622,611
2019-04-30,East,Rice,35.23,29.6,24.7,6.59,97.04,1497,450
2019-04-30,East,Wheat,93.73,269.3,25.3,5.84,115.48,738,1125
2019-04-30,North,Vegetables,65.54,30.8,36.4,8.16,57.18,702,709
2019-04-30,South,Wheat,13.0,210.3,24.1,5.65,72.51,1457,1185
2019-04-30,East,Vegetables,63.18,54.5,29.8,1.71,100.25,1079,587
2019-04-30,East,Rice,52.27,122.9,24.1,4.17,59.91,1941,1592
2019-04-30,West,Vegetables,29.4,133.9,23.0,6.71,100.61,1625,1736
2019-04-30,West,Fruits,18.55,190.6,25.5,2.89,113.72,1392,1494
2019-05-31,South,Vegetables,36.33,199.3,15.6,4.67,73.88,638,942
2019-05-31,South,Wheat,95.42,23.6,20.6,9.19,117.93,1308,680
2019-05-31,South,Vegetables,38.81,129.4,37.5,8.38,102.54,925,354
2019-05-31,North,Fruits,62.24,282.9,21.3,3.46,94.17,633,1772
2019-05-31,North,Fruits,77.92,178.2,21.4,1.94,84.47,1049,1486
2019-05-31,North,Rice,38.11,149.4,35.2,1.91,107.28,1481,1134
2019-05-31,North,Rice,44.78,221.7,32.0,2.24,65.62,1976,674
2019-05-31,South,Rice,45.75,37.7,34.9,5.22,106.64,1579,838
2019-05-31,East,Fruits,60.58,57.4,35.1,2.07,115.41,938,1507
2019-05-31,West,Wheat,14.45,163.7,37.0,2.7,70.57,872,602
2019-05-31,North,Wheat,49.47,69.5,28.1,6.06,99.22,883,1345
2019-06-30,North,Fruits,27.6,66.1,19.6,4.82,70.03,1600,1496
2019-06-30,East,Rice,63.64,270.9,19.2,5.95,90.81,1686,1467
2019-06-30,East,Vegetables,98.16,235.5,31.4,8.39,57.13,519,1588
2019-06-30,West,Vegetables,58.96,8.3,32.3,6.66,74.04,945,633
2019-06-30,West,Rice,38.24,212.8,35.9,6.24,118.33,1338,946
2019-06-30,West,Wheat,53.28,29.3,19.1,4.22,77.98,1868,686
2019-06-30,East,Vegetables,63.88,55.6,38.4,7.2,68.78,1581,1671
2019-06-30,West,Fruits,78.63,165.6,21.3,9.1,102.31,1570,648
2019-06-30,North,Wheat,33.04,130.6,16.5,5.1,111.19,824,1012
2019-06-30,North,Fruits,90.84,220.9,23.0,2.99,102.76,632,772
2019-06-30,South,Fruits,78.99,241.1,21.6,4.49,52.21,1341,1114
2019-06-30,North,Vegetables,12.06,155.3,34.4,5.98,106.04,1829,1438
2019-07-31,East,Vegetables,51.26,136.5,33.3,8.0,95.5,1622,1129
2019-07-31,North,Fruits,30.46,231.2,32.7,9.64,112.52,1669,546
2019-07-31,South,Wheat,98.96,106.5,39.9,2.02,76.84,1791,559
2019-07-31,North,Vegetables,18.27,129.0,20.4,5.97,62.45,1588,379
2019-07-31,North,Wheat,55.63,164.1,19.1,8.82,90.83,1969,897
2019-07-31,South,Fruits,91.96,229.4,38.5,7.54,119.35,888,1773
2019-07-31,East,Vegetables,29.73,4.7,32.0,5.85,107.79,1067,982
2019-08-31,North,Fruits,11.14,172.2,36.1,8.46,93.54,1965,840
2019-08-31,East,Wheat,85.79,295.3,33.4,2.54,111.7,1597,1634
2019-08-31,South,Fruits,83.93,37.0,18.8,8.43,80.64,941,809
2019-08-31,East,Fruits,46.35,233.0,36.4,1.29,97.42,941,1568
2019-08-31,West,Wheat,31.15,249.8,33.3,7.44,53.47,1679,667
2019-08-31,West,Fruits,53.96,253.8,28.9,4.83,80.81,687,1284
2019-09-30,North,Fruits,74.72,160.5,18.7,3.68,97.6,1439,453
2019-09-30,North,Rice,85.76,1.7,16.2,3.91,51.65,864,597
2019-09-30,South,Rice,66.93,16.6,29.7,7.88,83.02,864,1374
2019-09-30,South,Rice,55.77,219.6,29.0,3.94,86.52,738,1391
2019-09-30,West,Wheat,36.15,20.5,19.9,1.63,88.79,1214,1252
2019-09-30,East,Rice,78.06,3.0,20.4,3.16,53.56,1209,1264
2019-09-30,South,Vegetables,14.03,220.9,23.3,9.33,59.84,864,619
2019-09-30,North,Wheat,35.64,154.0,24.3,5.11,76.02,1844,737
2019-10-31,South,Fruits,83.8,287.5,35.5,8.61,64.63,1986,516
2019-10-31,South,Wheat,88.95,73.1,28.2,6.27,76.86,647,1506
2019-10-31,North,Wheat,24.87,112.0,30.1,9.01,89.34,510,1127
2019-10-31,North,Wheat,45.17,112.1,21.3,3.3,84.83,1050,1763
2019-10-31,West,Vegetables,35.42,187.6,31.3,2.03,62.91,605,1537
2019-10-31,South,Vegetables,45.71,12.9,26.7,6.49,94.18,1235,1096
2019-10-31,North,Fruits,60.22,63.9,26.6,8.05,70.89,576,567
2019-10-31,South,Rice,38.77,273.4,34.6,4.77,57.71,1526,1788
2019-10-31,West,Wheat,46.75,133.0,32.4,2.68,77.27,1884,1470
2019-10-31,East,Vegetables,23.05,220.0,28.4,1.91,51.11,738,308
2019-10-31,North,Fruits,71.82,148.1,38.1,7.77,111.61,1457,368
2019-10-31,South,Vegetables,23.24,92.7,28.7,5.63,73.54,606,891
2019-10-31,North,Vegetables,52.74,76.3,20.0,1.05,63.26,752,1689
2019-10-31,East,Fruits,59.51,9.8,38.4,9.73,93.87,1199,1605
2019-10-31,North,Rice,63.13,236.0,19.9,4.04,116.34,777,616
2019-11-30,South,Fruits,80.81,219.4,19.9,5.62,96.51,1868,1740
2019-11-30,East,Rice,93.67,272.0,29.2,6.56,60.35,1937,828
2019-11-30,North,Vegetables,65.48,297.0,21.9,4.61,77.32,1486,1556
2019-11-30,East,Vegetables,70.43,254.2,21.0,6.58,117.14,663,1772
2019-11-30,East,Wheat,49.04,109.3,35.9,4.4,85.52,1789,766
2019-11-30,East,Fruits,14.3,137.7,32.5,9.94,55.88,713,1390
2019-11-30,North,Rice,51.53,61.2,34.2,3.41,99.16,1932,842
2019-11-30,East,Rice,79.17,283.2,38.1,8.84,57.66,1839,942
2019-11-30,East,Fruits,35.01,14.3,17.3,6.18,50.05,1039,1443
2019-12-31,East,Fruits,57.92,204.7,26.6,3.74,71.0,1103,997
2019-12-31,South,Vegetables,79.47,129.2,23.6,5.66,110.65,637,491
2019-12-31,South,Vegetables,67.84,222.8,36.1,4.54,97.83,1216,1346
2019-12-31,East,Wheat,51.41,51.6,26.8,8.25,73.7,1576,1469
2019-12-31,West,Rice,53.61,170.4,34.9,6.95,86.46,1984,748
2019-12-31,East,Fruits,61.71,226.2,22.0,9.83,72.56,1310,1527
2019-12-31,West,Wheat,18.36,190.3,15.2,8.23,87.9,1215,1276
2019-12-31,North,Fruits,18.46,185.2,25.3,7.47,116.17,1039,1379
2019-12-31,North,Fruits,10.17,268.8,26.0,1.03,100.04,1910,1484
2019-12-31,North,Wheat,83.96,279.1,24.4,3.19,97.87,1357,712
2019-12-31,East,Rice,53.91,39.8,39.1,8.01,91.07,881,1045
2020-01-31,East,Fruits,20.8,153.9,18.7,9.22,83.8,997,1445
2020-01-31,South,Wheat,78.34,139.2,28.0,2.29,95.19,965,895
2020-01-31,East,Vegetables,11.62,156.5,28.8,1.42,86.52,575,638
2020-01-31,North,Rice,17.6,191.0,35.9,3.66,94.06,1335,1676
2020-01-31,North,Fruits,98.55,61.0,36.7,1.68,93.54,1695,644
2020-01-31,East,Fruits,68.18,115.9,16.7,1.22,78.99,1554,1498
2020-01-31,North,Vegetables,34.44,256.4,35.3,4.09,116.11,537,1761
2020-01-31,West,Vegetables,67.62,268.7,29.4,6.77,118.81,1391,682
2020-01-31,West,Fruits,21.82,285.7,31.6,9.43,99.96,1180,1292
2020-01-31,East,Wheat,25.61,255.1,15.9,6.57,112.93,1724,716
2020-01-31,East,Rice,92.64,128.2,18.2,4.11,82.99,1778,1211
2020-02-29,South,Fruits,55.55,228.7,22.3,2.1,114.96,1671,1729
2020-02-29,South,Vegetables,80.99,122.4,24.9,5.52,110.45,788,1572
2020-02-29,East,Vegetables,90.62,242.5,24.0,7.31,85.0,819,1189
2020-02-29,North,Wheat,17.44,288.1,29.4,2.04,51.3,1044,800
2020-02-29,South,Rice,39.07,178.4,30.4,1.57,100.93,1987,340
2020-02-29,East,Fruits,43.84,27.2,30.0,3.35,60.81,724,512
2020-02-29,North,Rice,96.02,131.7,16.5,9.97,77.2,1732,522
2020-02-29,South,Wheat,64.19,265.4,32.4,5.0,92.54,786,903
2020-02-29,South,Vegetables,47.09,231.9,17.9,7.64,86.02,1143,1301
2020-02-29,North,Vegetables,13.2,248.8,33.7,3.55,101.4,1297,1274
2020-02-29,West,Vegetables,16.06,196.4,21.1,9.06,93.08,816,1037
2020-02-29,North,Rice,61.95,60.3,35.3,9.96,51.11,1161,1282
2020-02-29,North,Vegetables,86.63,110.3,27.7,4.7,111.51,1809,446
2020-02-29,South,Vegetables,24.34,142.8,32.6,6.75,108.69,1978,716
2020-02-29,West,Rice,64.76,115.5,34.0,6.82,80.85,1509,1493
2020-02-29,East,Wheat,18.47,2.0,23.1,5.11,73.01,1267,332
2020-02-29,South,Fruits,87.82,149.6,30.4,1.74,117.66,1693,345
2020-02-29,West,Rice,71.29,158.2,36.4,1.73,65.84,605,1069
2020-02-29,North,Rice,30.51,250.6,33.6,8.23,105.06,1516,812
2020-03-31,East,Rice,87.12,106.8,36.3,3.39,101.0,1747,641
2020-03-31,South,Vegetables,17.94,219.9,23.3,1.07,84.36,1733,1181
2020-03-31,South,Vegetables,32.99,52.2,15.0,2.62,98.27,704,956
2020-03-31,North,Rice,59.73,281.7,38.6,7.75,97.07,1315,468
2020-03-31,North,Rice,45.92,296.0,24.0,6.79,118.55,1125,763
2020-03-31,South,Wheat,30.94,181.0,32.8,8.4,56.07,541,1325
2020-03-31,East,Wheat,37.04,224.3,29.2,3.73,111.82,1872,1027
2020-03-31,West,Rice,98.93,100.1,26.5,8.22,58.26,1329,632
2020-03-31,South,Fruits,82.8,168.3,36.8,9.93,82.04,1222,1295
2020-03-31,North,Fruits,38.58,271.8,25.8,3.3,112.66,1588,1615
2020-03-31,North,Vegetables,31.31,181.7,22.8,8.53,96.85,1342,879
2020-03-31,South,Rice,44.87,247.1,30.0,1.26,63.49,1691,1173
2020-04-30,West,Rice,48.04,169.4,16.3,3.08,90.78,1602,615
2020-04-30,West,Vegetables,10.63,35.5,22.2,8.7,73.92,643,720
2020-04-30,West,Wheat,35.45,187.5,32.3,8.58,64.71,1193,1285
2020-04-30,South,Rice,99.54,20.8,29.7,4.43,101.43,1365,663
2020-04-30,South,Fruits,40.75,0.9,26.9,2.96,98.26,1948,1471
2020-04-30,South,Wheat,78.36,239.9,38.1,7.72,101.83,1105,1530
2020-04-30,West,Fruits,61.6,226.1,24.3,4.24,79.06,1843,1137
2020-04-30,West,Wheat,40.76,6.2,29.9,1.93,114.77,1398,1319
2020-05-31,North,Wheat,25.36,164.1,17.2,1.01,90.22,1859,1645
2020-05-31,North,Fruits,76.06,91.8,18.1,3.72,94.14,1486,534
2020-05-31,South,Fruits,43.43,18.2,30.1,5.81,65.24,1916,690
2020-05-31,East,Fruits,62.47,277.5,19.5,1.07,92.04,991,543
2020-05-31,West,Fruits,98.03,27.6,30.1,7.52,114.24,1183,1361
2020-05-31,West,Wheat,63.23,37.6,19.6,1.24,118.84,1242,602
2020-05-31,North,Rice,97.55,4.0,31.3,8.65,105.23,1421,1376
2020-05-31,South,Rice,82.03,47.6,18.2,4.54,58.8,1817,1777
2020-06-30,North,Rice,21.36,157.7,38.6,3.92,61.94,1007,840
2020-06-30,North,Rice,23.71,59.8,20.2,4.13,102.33,958,554
2020-06-30,West,Vegetables,74.8,3.4,23.8,6.24,106.16,1937,817
2020-06-30,East,Rice,55.67,151.2,35.3,8.9,70.17,1803,1544
2020-06-30,North,Wheat,82.12,29.5,22.6,1.56,101.94,677,1344
2020-06-30,North,Fruits,69.31,64.2,20.6,8.6,119.19,1456,1077
2020-06-30,South,Wheat,28.06,2.6,19.1,3.67,110.09,1533,767
2020-06-30,West,Vegetables,10.19,4.4,15.3,4.22,111.0,1540,1356
2020-07-31,South,Rice,73.69,124.4,34.3,6.76,72.09,1690,1332
2020-07-31,North,Vegetables,76.69,175.4,25.4,1.87,81.33,1048,1700
2020-07-31,West,Rice,75.26,34.9,17.1,8.13,93.13,1793,756
2020-07-31,West,Fruits,32.89,10.5,31.1,7.47,78.25,1245,346
2020-07-31,West,Fruits,37.98,247.4,25.0,1.78,55.72,1892,1002
2020-07-31,East,Wheat,45.41,203.3,34.8,3.39,117.42,949,1759
2020-07-31,North,Fruits,51.69,271.0,39.1,9.52,67.49,1587,1616
2020-07-31,West,Rice,24.88,164.8,24.1,6.52,65.09,774,1581
2020-07-31,East,Wheat,67.34,124.8,16.4,5.17,100.33,787,709
2020-08-31,South,Wheat,71.68,43.1,22.0,7.2,76.8,776,624
2020-08-31,East,Rice,60.2,258.4,27.3,4.15,69.73,1666,1461
2020-08-31,South,Vegetables,88.95,50.1,38.5,3.54,85.08,1879,1020
2020-08-31,South,Rice,71.73,42.7,15.2,2.02,109.09,1591,466
2020-09-30,West,Vegetables,16.94,224.0,26.6,1.34,111.77,1204,1127
2020-09-30,West,Fruits,76.43,177.1,24.6,5.05,101.09,1543,1454
2020-09-30,East,Rice,27.21,150.0,35.6,2.88,96.6,1611,1584
2020-09-30,South,Fruits,30.95,222.8,31.7,8.32,75.21,509,442
2020-09-30,West,Vegetables,15.2,286.1,23.7,5.0,102.47,756,1496
2020-09-30,South,Wheat,29.0,104.1,18.4,9.98,107.31,1032,1786
2020-09-30,West,Rice,30.27,214.3,23.3,3.78,113.22,1942,932
2020-09-30,North,Rice,44.89,101.1,34.5,3.83,70.26,1981,1571
2020-09-30,South,Wheat,78.24,266.7,20.5,9.4,101.73,604,1016
2020-09-30,East,Rice,84.41,258.3,30.3,5.35,119.96,648,1212
2020-09-30,South,Vegetables,66.03,84.3,21.4,2.12,55.96,854,1320
2020-09-30,North,Rice,91.12,259.6,27.5,2.45,102.96,1986,1400
2020-10-31,North,Wheat,24.48,88.6,16.3,5.66,80.91,1588,898
2020-10-31,East,Rice,65.07,61.3,32.8,5.73,87.89,879,373
2020-10-31,South,Vegetables,33.46,13.8,16.3,9.57,92.78,892,1740
2020-10-31,North,Fruits,75.52,97.9,28.3,6.57,68.84,1629,1740
2020-10-31,North,Rice,77.49,92.1,20.0,6.49,106.4,1577,1748
2020-10-31,West,Fruits,18.41,162.6,17.8,8.13,66.63,1380,1352
2020-11-30,West,Vegetables,63.67,129.9,33.8,8.15,113.02,703,1282
2020-11-30,North,Fruits,13.58,246.2,30.5,3.96,85.62,1122,927
2020-11-30,East,Wheat,71.91,87.0,15.2,5.9,82.42,816,585
2020-11-30,West,Rice,74.93,140.4,34.3,2.25,51.34,1661,1542
2020-11-30,South,Fruits,49.89,65.7,34.6,7.38,66.58,1229,1494
2020-11-30,North,Vegetables,80.44,181.8,28.5,6.14,85.93,820,1489
2020-12-31,East,Vegetables,16.23,242.4,28.9,7.79,118.86,1199,1423
2020-12-31,North,Vegetables,50.4,160.0,22.1,1.93,87.91,831,1197
2020-12-31,East,Fruits,96.74,185.9,38.5,9.26,79.73,525,1204
2020-12-31,North,Fruits,72.59,108.5,34.9,7.53,64.48,1853,827
2020-12-31,West,Rice,67.62,282.2,23.0,1.47,69.55,1049,946
2020-12-31,West,Fruits,30.56,267.5,16.4,3.07,63.27,1748,1558
2020-12-31,North,Rice,16.29,178.0,30.1,6.92,118.1,862,656
2020-12-31,East,Rice,94.28,172.6,22.4,8.82,108.31,1289,1659
2021-01-31,East,Fruits,23.64,41.5,25.9,9.88,93.25,1514,1135
2021-01-31,East,Fruits,34.1,203.7,31.9,8.71,101.04,1928,635
2021-01-31,East,Fruits,35.17,111.3,31.8,4.62,55.42,1776,1037
2021-01-31,South,Rice,92.69,179.0,27.8,3.35,81.06,1862,426
2021-01-31,East,Vegetables,88.94,190.8,22.8,5.25,99.15,816,1735
2021-01-31,East,Rice,44.84,217.7,17.9,7.74,59.84,1939,306
2021-02-28,East,Wheat,20.42,260.6,15.4,8.8,50.71,752,343
2021-02-28,North,Vegetables,53.04,119.3,23.3,1.3,113.81,1736,1225
2021-02-28,East,Fruits,93.65,252.7,24.9,5.93,63.61,1099,983
2021-02-28,South,Fruits,16.68,190.4,37.7,7.07,54.93,1823,749
2021-02-28,South,Rice,53.04,214.6,18.3,5.18,92.55,1860,975
2021-02-28,West,Wheat,37.22,20.0,16.1,5.78,61.46,1862,908
2021-02-28,South,Vegetables,54.23,69.2,32.5,5.12,69.39,1067,606
2021-02-28,West,Fruits,85.55,123.3,26.9,6.88,98.48,778,1639
2021-02-28,South,Rice,19.47,91.2,22.1,2.56,102.37,1299,1383
2021-03-31,North,Wheat,59.47,93.0,15.7,2.25,99.63,1925,483
2021-03-31,North,Rice,99.52,46.7,19.5,3.39,66.28,1852,1465
2021-03-31,North,Vegetables,47.45,196.8,35.1,7.77,114.79,1358,1010
2021-03-31,West,Rice,12.67,105.0,32.0,9.51,83.87,1717,877
2021-03-31,East,Wheat,62.22,139.7,38.2,9.0,78.96,1480,532
2021-03-31,West,Rice,23.41,144.6,26.1,3.81,52.91,1019,990
2021-03-31,West,Wheat,85.8,229.5,16.0,8.91,94.58,697,1138
2021-03-31,South,Fruits,96.86,271.1,22.2,3.18,74.62,1399,1354
2021-03-31,West,Rice,39.74,80.3,33.3,3.31,118.05,1500,1758
2021-03-31,South,Rice,27.13,279.3,37.3,1.74,59.61,1386,732
2021-03-31,South,Wheat,51.12,24.8,38.5,8.31,90.09,1054,1651
2021-03-31,West,Wheat,12.47,189.0,37.9,1.72,68.63,858,1312
2021-04-30,South,Wheat,82.56,122.3,31.7,3.27,112.21,532,878
2021-04-30,West,Vegetables,14.04,113.8,39.7,9.38,72.15,1926,527
2021-04-30,East,Wheat,72.79,116.2,28.4,5.82,117.77,976,625
2021-04-30,West,Fruits,98.31,41.7,28.9,2.59,110.87,1369,1468
2021-04-30,South,Vegetables,57.87,121.8,34.1,8.4,71.77,1234,1005
2021-04-30,North,Rice,90.23,159.5,31.9,1.06,87.88,1744,1393
2021-04-30,West,Rice,83.73,236.2,22.2,3.44,119.55,1057,921
2021-04-30,South,Vegetables,88.49,112.0,17.3,8.67,89.02,1439,1691
2021-05-31,North,Vegetables,97.84,235.3,16.9,9.83,67.06,893,1390
2021-05-31,North,Fruits,69.28,54.1,29.5,9.14,97.64,1690,1264
